state,year,quarter,year_quarter,transaction_type,"transaction_count
",transaction_amount,avg_transaction_value,Region
Uttar Pradesh,2019,Q3,2019-Q3,Peer-to-peer payments,26990786,95134023863.98,3525,Central Region
Uttar Pradesh,2019,Q3,2019-Q3,Recharge & bill payments,20359672,8000160942.60,393,Central Region
Uttar Pradesh,2019,Q3,2019-Q3,Merchant payments,19625935,7399443975.24,377,Central Region
Uttar Pradesh,2019,Q3,2019-Q3,Financial Services,258548,51363215.15,199,Central Region
Uttar Pradesh,2019,Q3,2019-Q3,Others,1389018,683145478.09,492,Central Region
Uttar Pradesh,2019,Q4,2019-Q4,Peer-to-peer payments,40540310,126564888408.13,3122,Central Region
Uttar Pradesh,2019,Q4,2019-Q4,Recharge & bill payments,24299776,9082140369.77,374,Central Region
Uttar Pradesh,2019,Q4,2019-Q4,Merchant payments,20582052,9412924984.97,457,Central Region
Uttar Pradesh,2019,Q4,2019-Q4,Financial Services,242936,45686806.83,188,Central Region
Uttar Pradesh,2019,Q4,2019-Q4,Others,1239931,433285937.59,349,Central Region
Uttar Pradesh,2020,Q1,2020-Q1,Peer-to-peer payments,39581157,147734706846.56,3732,Central Region
Uttar Pradesh,2020,Q1,2020-Q1,Recharge & bill payments,29777603,11168417430.65,375,Central Region
Uttar Pradesh,2020,Q1,2020-Q1,Merchant payments,26741638,13072371616.87,489,Central Region
Uttar Pradesh,2020,Q1,2020-Q1,Financial Services,139990,64365117.41,460,Central Region
Uttar Pradesh,2020,Q1,2020-Q1,Others,998744,376573949.20,377,Central Region
Uttar Pradesh,2020,Q2,2020-Q2,Recharge & bill payments,42229417,14668026056.37,347,Central Region
Uttar Pradesh,2020,Q2,2020-Q2,Peer-to-peer payments,39434202,150079524408.87,3806,Central Region
Uttar Pradesh,2020,Q2,2020-Q2,Merchant payments,18625913,13655151082.57,733,Central Region
Uttar Pradesh,2020,Q2,2020-Q2,Financial Services,150360,131930242.90,877,Central Region
Uttar Pradesh,2020,Q2,2020-Q2,Others,412073,209384339.57,508,Central Region
Uttar Pradesh,2020,Q3,2020-Q3,Peer-to-peer payments,54449911,207530912756.73,3811,Central Region
Uttar Pradesh,2020,Q3,2020-Q3,Recharge & bill payments,37465163,16437365640.85,439,Central Region
Uttar Pradesh,2020,Q3,2020-Q3,Merchant payments,34697942,24224433240.84,698,Central Region
Uttar Pradesh,2020,Q3,2020-Q3,Financial Services,206210,194129227.54,941,Central Region
Uttar Pradesh,2020,Q3,2020-Q3,Others,586033,303114557.10,517,Central Region
Uttar Pradesh,2020,Q4,2020-Q4,Peer-to-peer payments,75433782,294401153346.76,3903,Central Region
Uttar Pradesh,2020,Q4,2020-Q4,Merchant payments,61922138,44438824680.67,718,Central Region
Uttar Pradesh,2020,Q4,2020-Q4,Recharge & bill payments,39570153,17793973968.76,450,Central Region
Uttar Pradesh,2020,Q4,2020-Q4,Financial Services,246868,255803306.14,1036,Central Region
Uttar Pradesh,2020,Q4,2020-Q4,Others,994576,539071475.93,542,Central Region
Uttar Pradesh,2021,Q1,2021-Q1,Peer-to-peer payments,85539321,321609613378.68,3760,Central Region
Uttar Pradesh,2021,Q1,2021-Q1,Merchant payments,78873969,55362244381.44,702,Central Region
Uttar Pradesh,2021,Q1,2021-Q1,Recharge & bill payments,38981894,18563189222.33,476,Central Region
Uttar Pradesh,2021,Q1,2021-Q1,Financial Services,250656,266104783.74,1062,Central Region
Uttar Pradesh,2021,Q1,2021-Q1,Others,853707,486435811.38,570,Central Region
Uttar Pradesh,2021,Q2,2021-Q2,Peer-to-peer payments,102927942,388761820128.46,3777,Central Region
Uttar Pradesh,2021,Q2,2021-Q2,Merchant payments,84860582,70351401159.79,829,Central Region
Uttar Pradesh,2021,Q2,2021-Q2,Recharge & bill payments,53030710,22266927128.75,420,Central Region
Uttar Pradesh,2021,Q2,2021-Q2,Financial Services,270944,266853066.83,985,Central Region
Uttar Pradesh,2021,Q2,2021-Q2,Others,858953,525487682.56,612,Central Region
Uttar Pradesh,2021,Q3,2021-Q3,Peer-to-peer payments,127945827,440726915882.17,3445,Central Region
Uttar Pradesh,2021,Q3,2021-Q3,Merchant payments,126699830,91089049637.02,719,Central Region
Uttar Pradesh,2021,Q3,2021-Q3,Recharge & bill payments,50414232,24348150109.64,483,Central Region
Uttar Pradesh,2021,Q3,2021-Q3,Financial Services,253418,292009129.03,1152,Central Region
Uttar Pradesh,2021,Q3,2021-Q3,Others,1230077,624716522.07,508,Central Region
Uttar Pradesh,2021,Q4,2021-Q4,Merchant payments,183966052,142889329646.05,777,Central Region
Uttar Pradesh,2021,Q4,2021-Q4,Peer-to-peer payments,167503176,600973581946.68,3588,Central Region
Uttar Pradesh,2021,Q4,2021-Q4,Recharge & bill payments,52863531,28812549097.66,545,Central Region
Uttar Pradesh,2021,Q4,2021-Q4,Financial Services,353219,386356976.49,1094,Central Region
Uttar Pradesh,2021,Q4,2021-Q4,Others,1471954,829152405.34,563,Central Region
Uttar Pradesh,2022,Q1,2022-Q1,Merchant payments,221556930,165543931419.27,747,Central Region
Uttar Pradesh,2022,Q1,2022-Q1,Peer-to-peer payments,195592648,684758883172.67,3501,Central Region
Uttar Pradesh,2022,Q1,2022-Q1,Recharge & bill payments,54873261,31683813998.39,577,Central Region
Uttar Pradesh,2022,Q1,2022-Q1,Financial Services,358499,386218170.60,1077,Central Region
Uttar Pradesh,2022,Q1,2022-Q1,Others,1571908,750327356.10,477,Central Region
Uttar Pradesh,2022,Q2,2022-Q2,Merchant payments,298721048,216176289528.43,724,Central Region
Uttar Pradesh,2022,Q2,2022-Q2,Peer-to-peer payments,232444860,812579156783.27,3496,Central Region
Uttar Pradesh,2022,Q2,2022-Q2,Recharge & bill payments,62659780,37867966758.89,604,Central Region
Uttar Pradesh,2022,Q2,2022-Q2,Financial Services,268349,285646084.33,1064,Central Region
Uttar Pradesh,2022,Q2,2022-Q2,Others,1204739,606123265.09,503,Central Region
Uttar Pradesh,2022,Q3,2022-Q3,Merchant payments,361972506,232005905549.14,641,Central Region
Uttar Pradesh,2022,Q3,2022-Q3,Peer-to-peer payments,267205027,844564255684.50,3161,Central Region
Uttar Pradesh,2022,Q3,2022-Q3,Recharge & bill payments,72984811,43854148172.59,601,Central Region
Uttar Pradesh,2022,Q3,2022-Q3,Financial Services,367887,344330142.14,936,Central Region
Uttar Pradesh,2022,Q3,2022-Q3,Others,1058841,601411350.41,568,Central Region
Uttar Pradesh,2022,Q4,2022-Q4,Merchant payments,439247166,296781967366.65,676,Central Region
Uttar Pradesh,2022,Q4,2022-Q4,Peer-to-peer payments,317613698,1030345562935.88,3244,Central Region
Uttar Pradesh,2022,Q4,2022-Q4,Recharge & bill payments,78025017,48159073834.94,617,Central Region
Uttar Pradesh,2022,Q4,2022-Q4,Financial Services,418329,430212917.28,1028,Central Region
Uttar Pradesh,2022,Q4,2022-Q4,Others,1064861,661985014.76,622,Central Region
Uttarakhand,2018,Q1,2018-Q1,Recharge & bill payments,730428,124377517.33,170,Northern Region
Uttarakhand,2018,Q1,2018-Q1,Peer-to-peer payments,399545,1296603346.33,3245,Northern Region
Uttarakhand,2018,Q1,2018-Q1,Merchant payments,35382,39372913.10,1113,Northern Region
Uttarakhand,2018,Q1,2018-Q1,Financial Services,27761,5637758.56,203,Northern Region
Uttarakhand,2018,Q1,2018-Q1,Others,53569,42553823.19,794,Northern Region
Uttarakhand,2018,Q2,2018-Q2,Recharge & bill payments,946332,193802092.82,205,Northern Region
Uttarakhand,2018,Q2,2018-Q2,Peer-to-peer payments,620490,2358941864.77,3802,Northern Region
Uttarakhand,2018,Q2,2018-Q2,Merchant payments,60494,66946005.76,1107,Northern Region
Uttarakhand,2018,Q2,2018-Q2,Financial Services,29919,7913276.78,264,Northern Region
Uttarakhand,2018,Q2,2018-Q2,Others,46887,52152138.42,1112,Northern Region
Uttarakhand,2018,Q3,2018-Q3,Peer-to-peer payments,1049725,3356030294.93,3197,Northern Region
Uttarakhand,2018,Q3,2018-Q3,Recharge & bill payments,1004356,239244556.77,238,Northern Region
Uttarakhand,2018,Q3,2018-Q3,Merchant payments,112342,84447374.87,752,Northern Region
Uttarakhand,2018,Q3,2018-Q3,Financial Services,22792,4334709.91,190,Northern Region
Uttarakhand,2018,Q3,2018-Q3,Others,39917,42516103.39,1065,Northern Region
Uttarakhand,2018,Q4,2018-Q4,Peer-to-peer payments,1556731,5072621132.34,3259,Northern Region
Uttarakhand,2018,Q4,2018-Q4,Recharge & bill payments,1252124,292877734.34,234,Northern Region
Uttarakhand,2018,Q4,2018-Q4,Merchant payments,289733,228453045.85,788,Northern Region
Uttarakhand,2018,Q4,2018-Q4,Financial Services,29916,6035161.10,202,Northern Region
Uttarakhand,2018,Q4,2018-Q4,Others,50257,54285064.33,1080,Northern Region
Uttarakhand,2019,Q1,2019-Q1,Peer-to-peer payments,3499130,6512361464.50,1861,Northern Region
Uttarakhand,2019,Q1,2019-Q1,Recharge & bill payments,1590269,394631055.69,248,Northern Region
Uttarakhand,2019,Q1,2019-Q1,Merchant payments,372290,226281078.77,608,Northern Region
Uttarakhand,2019,Q1,2019-Q1,Financial Services,28784,3951610.30,137,Northern Region
Uttarakhand,2019,Q1,2019-Q1,Others,55528,46303966.01,834,Northern Region
Uttarakhand,2019,Q2,2019-Q2,Peer-to-peer payments,2383662,7752954670.58,3253,Northern Region
Uttarakhand,2019,Q2,2019-Q2,Recharge & bill payments,1616176,454962951.91,282,Northern Region
Uttarakhand,2019,Q2,2019-Q2,Merchant payments,721858,323876953.41,449,Northern Region
Uttarakhand,2019,Q2,2019-Q2,Financial Services,21852,2550386.48,117,Northern Region
Uttarakhand,2019,Q2,2019-Q2,Others,69727,54187888.54,777,Northern Region
Uttarakhand,2019,Q3,2019-Q3,Peer-to-peer payments,2313544,8512622076.44,3679,Northern Region
Uttarakhand,2019,Q3,2019-Q3,Recharge & bill payments,2201606,683772296.97,311,Northern Region
Uttarakhand,2019,Q3,2019-Q3,Merchant payments,1121052,480794827.12,429,Northern Region
Uttarakhand,2019,Q3,2019-Q3,Financial Services,12119,4570326.19,377,Northern Region
Uttarakhand,2019,Q3,2019-Q3,Others,62155,47272543.29,761,Northern Region
Uttarakhand,2019,Q4,2019-Q4,Peer-to-peer payments,3210116,11020339546.60,3433,Northern Region
Uttarakhand,2019,Q4,2019-Q4,Recharge & bill payments,2547173,817728111.46,321,Northern Region
Uttarakhand,2019,Q4,2019-Q4,Merchant payments,1542944,701746516.87,455,Northern Region
Uttarakhand,2019,Q4,2019-Q4,Financial Services,11585,3555524.38,307,Northern Region
Uttarakhand,2019,Q4,2019-Q4,Others,50298,30336605.84,603,Northern Region
Uttarakhand,2020,Q1,2020-Q1,Peer-to-peer payments,3792776,13999676596.87,3691,Northern Region
Uttarakhand,2020,Q1,2020-Q1,Recharge & bill payments,2990764,1028598924.45,344,Northern Region
Uttarakhand,2020,Q1,2020-Q1,Merchant payments,2289657,1094245197.24,478,Northern Region
Uttarakhand,2020,Q1,2020-Q1,Financial Services,10246,8180881.81,798,Northern Region
Uttarakhand,2020,Q1,2020-Q1,Others,48341,27378658.63,566,Northern Region
Uttarakhand,2020,Q2,2020-Q2,Recharge & bill payments,3755695,1303523584.94,347,Northern Region
Uttarakhand,2020,Q2,2020-Q2,Peer-to-peer payments,3656029,13572964169.69,3712,Northern Region
Uttarakhand,2020,Q2,2020-Q2,Merchant payments,1587042,1181497493.03,744,Northern Region
Uttarakhand,2020,Q2,2020-Q2,Financial Services,15023,17612288.06,1172,Northern Region
Uttarakhand,2020,Q2,2020-Q2,Others,33981,18590166.38,547,Northern Region
Uttarakhand,2020,Q3,2020-Q3,Peer-to-peer payments,4836512,18377468807.45,3800,Northern Region
Uttarakhand,2020,Q3,2020-Q3,Recharge & bill payments,3751993,1509373287.70,402,Northern Region
Uttarakhand,2020,Q3,2020-Q3,Merchant payments,3164623,2166776519.85,685,Northern Region
Uttarakhand,2020,Q3,2020-Q3,Financial Services,20455,26449980.58,1293,Northern Region
Uttarakhand,2020,Q3,2020-Q3,Others,45352,23442372.42,517,Northern Region
Uttarakhand,2020,Q4,2020-Q4,Peer-to-peer payments,6748183,25748737002.14,3816,Northern Region
Uttarakhand,2020,Q4,2020-Q4,Merchant payments,6629201,4274032856.65,645,Northern Region
Uttarakhand,2020,Q4,2020-Q4,Recharge & bill payments,4140391,1697819950.56,410,Northern Region
Uttarakhand,2020,Q4,2020-Q4,Financial Services,27120,29791064.76,1098,Northern Region
Uttarakhand,2020,Q4,2020-Q4,Others,68376,42358455.01,619,Northern Region
Uttarakhand,2021,Q1,2021-Q1,Merchant payments,8393767,5283142247.07,629,Northern Region
Uttarakhand,2021,Q1,2021-Q1,Peer-to-peer payments,7981710,29202365442.63,3659,Northern Region
Uttarakhand,2021,Q1,2021-Q1,Recharge & bill payments,4146569,1727960484.03,417,Northern Region
Uttarakhand,2021,Q1,2021-Q1,Financial Services,30208,38400864.00,1271,Northern Region
Uttarakhand,2021,Q1,2021-Q1,Others,56148,36320362.17,647,Northern Region
Uttarakhand,2021,Q2,2021-Q2,Peer-to-peer payments,9374939,32674145244.39,3485,Northern Region
Uttarakhand,2021,Q2,2021-Q2,Merchant payments,9134389,6257528832.06,685,Northern Region
Uttarakhand,2021,Q2,2021-Q2,Recharge & bill payments,5388285,1979824048.82,367,Northern Region
Uttarakhand,2021,Q2,2021-Q2,Financial Services,31497,35404991.87,1124,Northern Region
Uttarakhand,2021,Q2,2021-Q2,Others,71322,43914757.70,616,Northern Region
Uttarakhand,2021,Q3,2021-Q3,Merchant payments,13673085,9001414756.07,658,Northern Region
Uttarakhand,2021,Q3,2021-Q3,Peer-to-peer payments,11867174,39256650720.02,3308,Northern Region
Uttarakhand,2021,Q3,2021-Q3,Recharge & bill payments,5388011,2182554095.26,405,Northern Region
Uttarakhand,2021,Q3,2021-Q3,Financial Services,27839,38013969.98,1365,Northern Region
Uttarakhand,2021,Q3,2021-Q3,Others,86175,48863242.23,567,Northern Region
Uttarakhand,2021,Q4,2021-Q4,Merchant payments,19850878,13515464697.76,681,Northern Region
Uttarakhand,2021,Q4,2021-Q4,Peer-to-peer payments,14819203,49969580473.08,3372,Northern Region
Uttarakhand,2021,Q4,2021-Q4,Recharge & bill payments,5536262,2540546090.02,459,Northern Region
Uttarakhand,2021,Q4,2021-Q4,Financial Services,38764,51212042.38,1321,Northern Region
Uttarakhand,2021,Q4,2021-Q4,Others,116173,71304856.18,614,Northern Region
Uttarakhand,2022,Q1,2022-Q1,Merchant payments,22595602,14585438346.47,645,Northern Region
Uttarakhand,2022,Q1,2022-Q1,Peer-to-peer payments,16201632,53535521438.96,3304,Northern Region
Uttarakhand,2022,Q1,2022-Q1,Recharge & bill payments,5617605,2745987927.68,489,Northern Region
Uttarakhand,2022,Q1,2022-Q1,Financial Services,39033,49695999.72,1273,Northern Region
Uttarakhand,2022,Q1,2022-Q1,Others,106900,62138787.24,581,Northern Region
Uttarakhand,2022,Q2,2022-Q2,Merchant payments,32087670,19479185362.30,607,Northern Region
Uttarakhand,2022,Q2,2022-Q2,Peer-to-peer payments,19677409,65563901300.31,3332,Northern Region
Uttarakhand,2022,Q2,2022-Q2,Recharge & bill payments,6263098,3174160697.86,507,Northern Region
Uttarakhand,2022,Q2,2022-Q2,Financial Services,32284,37217548.79,1153,Northern Region
Uttarakhand,2022,Q2,2022-Q2,Others,106417,58906116.08,554,Northern Region
Uttarakhand,2022,Q3,2022-Q3,Merchant payments,35069444,20528059274.25,585,Northern Region
Uttarakhand,2022,Q3,2022-Q3,Peer-to-peer payments,22031045,68377272372.61,3104,Northern Region
Uttarakhand,2022,Q3,2022-Q3,Recharge & bill payments,6765699,3633710468.80,537,Northern Region
Uttarakhand,2022,Q3,2022-Q3,Financial Services,38061,44669245.27,1174,Northern Region
Uttarakhand,2022,Q3,2022-Q3,Others,92270,57548577.44,624,Northern Region
Uttarakhand,2022,Q4,2022-Q4,Merchant payments,43185705,26026949674.25,603,Northern Region
Uttarakhand,2022,Q4,2022-Q4,Peer-to-peer payments,27043038,85220041974.58,3151,Northern Region
Uttarakhand,2022,Q4,2022-Q4,Recharge & bill payments,7610775,4128624164.75,542,Northern Region
Uttarakhand,2022,Q4,2022-Q4,Financial Services,44569,55762460.39,1251,Northern Region
Uttarakhand,2022,Q4,2022-Q4,Others,99793,64668557.39,648,Northern Region
West Bengal,2018,Q1,2018-Q1,Recharge & bill payments,5773831,964309485.96,167,Eastern Region
West Bengal,2018,Q1,2018-Q1,Peer-to-peer payments,4383075,8874266825.99,2025,Eastern Region
West Bengal,2018,Q1,2018-Q1,Financial Services,665171,119502271.67,180,Eastern Region
West Bengal,2018,Q1,2018-Q1,Merchant payments,443378,366788699.66,827,Eastern Region
West Bengal,2018,Q1,2018-Q1,Others,444770,301111268.87,677,Eastern Region
West Bengal,2018,Q2,2018-Q2,Peer-to-peer payments,8284944,15889890046.86,1918,Eastern Region
West Bengal,2018,Q2,2018-Q2,Recharge & bill payments,7360522,1563841173.84,212,Eastern Region
West Bengal,2018,Q2,2018-Q2,Financial Services,1121570,160809685.94,143,Eastern Region
West Bengal,2018,Q2,2018-Q2,Merchant payments,937608,715914360.82,764,Eastern Region
West Bengal,2018,Q2,2018-Q2,Others,377802,298728202.74,791,Eastern Region
West Bengal,2018,Q3,2018-Q3,Peer-to-peer payments,41882429,38439798815.24,918,Eastern Region
West Bengal,2018,Q3,2018-Q3,Recharge & bill payments,7596315,1992473341.28,262,Eastern Region
West Bengal,2018,Q3,2018-Q3,Merchant payments,2252265,979603555.14,435,Eastern Region
West Bengal,2018,Q3,2018-Q3,Financial Services,1619524,185187032.90,114,Eastern Region
West Bengal,2018,Q3,2018-Q3,Others,354883,246871438.63,696,Eastern Region
West Bengal,2018,Q4,2018-Q4,Peer-to-peer payments,17154995,35303180047.06,2058,Eastern Region
West Bengal,2018,Q4,2018-Q4,Recharge & bill payments,9425082,2467741143.23,262,Eastern Region
West Bengal,2018,Q4,2018-Q4,Merchant payments,8633569,2294203496.66,266,Eastern Region
West Bengal,2018,Q4,2018-Q4,Financial Services,734796,93755616.52,128,Eastern Region
West Bengal,2018,Q4,2018-Q4,Others,565106,330738908.24,585,Eastern Region
West Bengal,2019,Q1,2019-Q1,Peer-to-peer payments,27374206,44170923881.74,1614,Eastern Region
West Bengal,2019,Q1,2019-Q1,Recharge & bill payments,11659948,3021107711.90,259,Eastern Region
West Bengal,2019,Q1,2019-Q1,Merchant payments,7636726,2645438308.34,346,Eastern Region
West Bengal,2019,Q1,2019-Q1,Financial Services,525650,47986448.47,91,Eastern Region
West Bengal,2019,Q1,2019-Q1,Others,429858,279216273.43,650,Eastern Region
West Bengal,2019,Q2,2019-Q2,Peer-to-peer payments,20285958,48394974398.38,2386,Eastern Region
West Bengal,2019,Q2,2019-Q2,Merchant payments,13646142,4657258459.15,341,Eastern Region
West Bengal,2019,Q2,2019-Q2,Recharge & bill payments,12129638,3676123279.38,303,Eastern Region
West Bengal,2019,Q2,2019-Q2,Financial Services,421037,45646046.99,108,Eastern Region
West Bengal,2019,Q2,2019-Q2,Others,540760,331688935.23,613,Eastern Region
West Bengal,2019,Q3,2019-Q3,Merchant payments,30804036,8273187167.08,269,Eastern Region
West Bengal,2019,Q3,2019-Q3,Peer-to-peer payments,21522913,57058405341.48,2651,Eastern Region
West Bengal,2019,Q3,2019-Q3,Recharge & bill payments,13011501,4832486821.89,371,Eastern Region
West Bengal,2019,Q3,2019-Q3,Financial Services,558653,57054414.84,102,Eastern Region
West Bengal,2019,Q3,2019-Q3,Others,547726,319398871.55,583,Eastern Region
West Bengal,2019,Q4,2019-Q4,Peer-to-peer payments,67037576,76593333397.87,1143,Eastern Region
West Bengal,2019,Q4,2019-Q4,Recharge & bill payments,14511711,4859794689.90,335,Eastern Region
West Bengal,2019,Q4,2019-Q4,Merchant payments,14187744,6477138700.81,457,Eastern Region
West Bengal,2019,Q4,2019-Q4,Financial Services,653648,77047243.73,118,Eastern Region
West Bengal,2019,Q4,2019-Q4,Others,415159,196296222.34,473,Eastern Region
West Bengal,2020,Q1,2020-Q1,Peer-to-peer payments,28457404,82770282623.81,2909,Eastern Region
West Bengal,2020,Q1,2020-Q1,Merchant payments,19779392,8097859088.52,409,Eastern Region
